File Name			NS_miRQC2
Endogenous1	hsa-miR-1306-3p	MIMAT0005950	11
Endogenous1	hsa-miR-1307-3p	MIMAT0005951	14
Endogenous1	hsa-miR-130a-3p	MIMAT0000425	388
Endogenous1	hsa-miR-130b-3p	MIMAT0000691	58
Endogenous1	hsa-miR-132-3p	MIMAT0000426	269
Endogenous1	hsa-miR-1321	MIMAT0005952	13
Endogenous1	hsa-miR-1322	MIMAT0005953	16
Endogenous1	hsa-miR-1323	MIMAT0005795	4717
Endogenous1	hsa-miR-1324	MIMAT0005956	6
Endogenous1	hsa-miR-133a	MIMAT0000427	632
Endogenous1	hsa-miR-133b	MIMAT0000770	26
Endogenous1	hsa-miR-134	MIMAT0000447	10
Endogenous1	hsa-miR-135a-5p	MIMAT0000428	269
Endogenous1	hsa-miR-135b-5p	MIMAT0000758	1766
Endogenous1	hsa-miR-136-5p	MIMAT0000448	146
Endogenous1	hsa-miR-137	MIMAT0000429	422
Endogenous1	hsa-miR-138-5p	MIMAT0000430	21
Endogenous1	hsa-miR-139-3p	MIMAT0004552	30
Endogenous1	hsa-miR-139-5p	MIMAT0000250	39
Endogenous1	hsa-miR-140-3p	MIMAT0004597	16
Endogenous1	hsa-miR-140-5p	MIMAT0000431	244
Endogenous1	hsa-miR-141-3p	MIMAT0000432	326
Endogenous1	hsa-miR-142-3p	MIMAT0000434	1562
Endogenous1	hsa-miR-142-5p	MIMAT0000433	13
Endogenous1	hsa-miR-143-3p	MIMAT0000435	5018
Endogenous1	hsa-miR-144-3p	MIMAT0000436	396
Endogenous1	hsa-miR-145-5p	MIMAT0000437	12495
Endogenous1	hsa-miR-1468	MIMAT0006789	11
Endogenous1	hsa-miR-1469	MIMAT0007347	6
Endogenous1	hsa-miR-146a-5p	MIMAT0000449	112
Endogenous1	hsa-miR-146b-3p	MIMAT0004766	25
Endogenous1	hsa-miR-146b-5p	MIMAT0002809	83
Endogenous1	hsa-miR-1470	MIMAT0007348	10
Endogenous1	hsa-miR-1471	MIMAT0007349	14
Endogenous1	hsa-miR-147a	MIMAT0000251	7
Endogenous1	hsa-miR-147b	MIMAT0004928	16
Endogenous1	hsa-miR-148a-3p	MIMAT0000243	1111
Endogenous1	hsa-miR-148b-3p	MIMAT0000759	505
Endogenous1	hsa-miR-149-5p	MIMAT0000450	255
Endogenous1	hsa-miR-150-5p	MIMAT0000451	305
Endogenous1	hsa-miR-151a-3p	MIMAT0000757	105
Endogenous1	hsa-miR-151a-5p	MIMAT0004697	148
Endogenous1	hsa-miR-151b	MIMAT0010214	24
Endogenous1	hsa-miR-152	MIMAT0000438	76
Endogenous1	hsa-miR-153	MIMAT0000439	14
Endogenous1	hsa-miR-1537	MIMAT0007399	8
Endogenous1	hsa-miR-1538	MIMAT0007400	8
Endogenous1	hsa-miR-1539	MIMAT0007401	19
Endogenous1	hsa-miR-154-5p	MIMAT0000452	24
Endogenous1	hsa-miR-155-5p	MIMAT0000646	92
Endogenous1	hsa-miR-15a-5p	MIMAT0000068	1767
Endogenous1	hsa-miR-15b-5p	MIMAT0000417	1480
Endogenous1	hsa-miR-16-5p	MIMAT0000069	3424
Endogenous1	hsa-miR-181a-5p	MIMAT0000256	854
Endogenous1	hsa-miR-181b-5p+hsa-miR-181d	MIMAT0000257	83
Endogenous1	hsa-miR-181c-5p	MIMAT0000258	68
Endogenous1	hsa-miR-182-5p	MIMAT0000259	63
Endogenous1	hsa-miR-1825	MIMAT0006765	20
Endogenous1	hsa-miR-1827	MIMAT0006767	18
Endogenous1	hsa-miR-183-5p	MIMAT0000261	67
Endogenous1	hsa-miR-184	MIMAT0000454	9
Endogenous1	hsa-miR-185-5p	MIMAT0000455	71
Endogenous1	hsa-miR-186-5p	MIMAT0000456	238
Endogenous1	hsa-miR-187-3p	MIMAT0000262	22
Endogenous1	hsa-miR-188-3p	MIMAT0004613	14
Endogenous1	hsa-miR-188-5p	MIMAT0000457	68
Endogenous1	hsa-miR-18a-5p	MIMAT0000072	70
Endogenous1	hsa-miR-18b-5p	MIMAT0001412	38
Endogenous1	hsa-miR-1908	MIMAT0007881	10
Endogenous1	hsa-miR-1909-3p	MIMAT0007883	18
Endogenous1	hsa-miR-190a	MIMAT0000458	17
Endogenous1	hsa-miR-190b	MIMAT0004929	5
Endogenous1	hsa-miR-191-5p	MIMAT0000440	866
Endogenous1	hsa-miR-1910	MIMAT0007884	9
Endogenous1	hsa-miR-1911-5p	MIMAT0007885	8
Endogenous1	hsa-miR-1912	MIMAT0007887	17
Endogenous1	hsa-miR-1913	MIMAT0007888	13
Endogenous1	hsa-miR-1914-5p	MIMAT0007889	12
Endogenous1	hsa-miR-1915-3p	MIMAT0007892	40
Endogenous1	hsa-miR-192-5p	MIMAT0000222	285
Endogenous1	hsa-miR-193a-3p	MIMAT0000459	41
Endogenous1	hsa-miR-193a-5p	MIMAT0004614	64
Endogenous1	hsa-miR-193b-3p	MIMAT0002819	67
Endogenous1	hsa-miR-194-5p	MIMAT0000460	716
Endogenous1	hsa-miR-195-5p	MIMAT0000461	417
Endogenous1	hsa-miR-196a-5p	MIMAT0000226	10
Endogenous1	hsa-miR-196b-5p	MIMAT0001080	39
Endogenous1	hsa-miR-197-3p	MIMAT0000227	260
Endogenous1	hsa-miR-1972	MIMAT0009447	12
Endogenous1	hsa-miR-1973	MIMAT0009448	14
Endogenous1	hsa-miR-1976	MIMAT0009451	16
Endogenous1	hsa-miR-198	MIMAT0000228	9
Endogenous1	hsa-miR-199a-3p+hsa-miR-199b-3p	MIMAT0000232	1481
Endogenous1	hsa-miR-199a-5p	MIMAT0000231	354
Endogenous1	hsa-miR-199b-5p	MIMAT0000263	364
Endogenous1	hsa-miR-19a-3p	MIMAT0000073	83
Endogenous1	hsa-miR-19b-3p	MIMAT0000074	804
Endogenous1	hsa-miR-200a-3p	MIMAT0000682	155
Endogenous1	hsa-miR-200b-3p	MIMAT0000318	429
Endogenous1	hsa-miR-200c-3p	MIMAT0000617	1804
Endogenous1	hsa-miR-202-3p	MIMAT0002811	17
Endogenous1	hsa-miR-203	MIMAT0000264	45
Endogenous1	hsa-miR-204-5p	MIMAT0000265	1173
Endogenous1	hsa-miR-205-5p	MIMAT0000266	672
Endogenous1	hsa-miR-2052	MIMAT0009977	15
Endogenous1	hsa-miR-2053	MIMAT0009978	14
Endogenous1	hsa-miR-2054	MIMAT0009979	1
Endogenous1	hsa-miR-206	MIMAT0000462	50
Endogenous1	hsa-miR-208a	MIMAT0000241	29
Endogenous1	hsa-miR-208b	MIMAT0004960	88
Endogenous1	hsa-miR-20a-5p+hsa-miR-20b-5p	MIMAT0000075	1123
Endogenous1	hsa-miR-21-5p	MIMAT0000076	1444
Endogenous1	hsa-miR-210	MIMAT0000267	13
Endogenous1	hsa-miR-211-5p	MIMAT0000268	13
Endogenous1	hsa-miR-2110	MIMAT0010133	8
Endogenous1	hsa-miR-2113	MIMAT0009206	9
Endogenous1	hsa-miR-2114-5p	MIMAT0011156	12
Endogenous1	hsa-miR-2115-5p	MIMAT0011158	10
Endogenous1	hsa-miR-2116-5p	MIMAT0011160	18
Endogenous1	hsa-miR-2117	MIMAT0011162	16
Endogenous1	hsa-miR-212-3p	MIMAT0000269	25
Endogenous1	hsa-miR-214-3p	MIMAT0000271	103
Endogenous1	hsa-miR-215	MIMAT0000272	136
Endogenous1	hsa-miR-216a	MIMAT0000273	15
Endogenous1	hsa-miR-216b	MIMAT0004959	212
Endogenous1	hsa-miR-217	MIMAT0000274	27
Endogenous1	hsa-miR-218-5p	MIMAT0000275	198
Endogenous1	hsa-miR-219-1-3p	MIMAT0004567	14
Endogenous1	hsa-miR-219-2-3p	MIMAT0004675	42
Endogenous1	hsa-miR-219-5p	MIMAT0000276	20
Endogenous1	hsa-miR-22-3p	MIMAT0000077	1024
Endogenous1	hsa-miR-221-3p	MIMAT0000278	615
Endogenous1	hsa-miR-222-3p	MIMAT0000279	334
Endogenous1	hsa-miR-223-3p	MIMAT0000280	914
Endogenous1	hsa-miR-224-5p	MIMAT0000281	18
Endogenous1	hsa-miR-2276	MIMAT0011775	9
Endogenous1	hsa-miR-2277-3p	MIMAT0011777	5
Endogenous1	hsa-miR-2277-5p	MIMAT0017352	2
Endogenous1	hsa-miR-2278	MIMAT0011778	18
Endogenous1	hsa-miR-23a-3p	MIMAT0000078	4099
Endogenous1	hsa-miR-23b-3p	MIMAT0000418	1526
Endogenous1	hsa-miR-23c	MIMAT0018000	14
Endogenous1	hsa-miR-24-3p	MIMAT0000080	959
Endogenous1	hsa-miR-25-3p	MIMAT0000081	532
Endogenous1	hsa-miR-2682-5p	MIMAT0013517	11
Endogenous1	hsa-miR-26a-5p	MIMAT0000082	6420
Endogenous1	hsa-miR-26b-5p	MIMAT0000083	1820
Endogenous1	hsa-miR-27a-3p	MIMAT0000084	227
Endogenous1	hsa-miR-27b-3p	MIMAT0000419	1784
Endogenous1	hsa-miR-28-3p	MIMAT0004502	111
Endogenous1	hsa-miR-28-5p	MIMAT0000085	119
Endogenous1	hsa-miR-296-3p	MIMAT0004679	7
Endogenous1	hsa-miR-296-5p	MIMAT0000690	96
Endogenous1	hsa-miR-297	MIMAT0004450	38
Endogenous1	hsa-miR-298	MIMAT0004901	13
Endogenous1	hsa-miR-299-3p	MIMAT0000687	100
Endogenous1	hsa-miR-299-5p	MIMAT0002890	85
Endogenous1	hsa-miR-29a-3p	MIMAT0000086	351
Endogenous1	hsa-miR-29b-3p	MIMAT0000100	2513
Endogenous1	hsa-miR-29c-3p	MIMAT0000681	392
Endogenous1	hsa-miR-300	MIMAT0004903	15
Endogenous1	hsa-miR-301a-3p	MIMAT0000688	125
Endogenous1	hsa-miR-301b	MIMAT0004958	61
Endogenous1	hsa-miR-302a-3p	MIMAT0000684	1279
Endogenous1	hsa-miR-302b-3p	MIMAT0000715	6694
Endogenous1	hsa-miR-302c-3p	MIMAT0000717	339
Endogenous1	hsa-miR-302d-3p	MIMAT0000718	1637
Endogenous1	hsa-miR-302e	MIMAT0005931	10
Endogenous1	hsa-miR-302f	MIMAT0005932	22
Endogenous1	hsa-miR-30a-5p	MIMAT0000087	788
Endogenous1	hsa-miR-30b-5p	MIMAT0000420	6428
Endogenous1	hsa-miR-30c-5p	MIMAT0000244	435
Endogenous1	hsa-miR-30d-5p	MIMAT0000245	690
Endogenous1	hsa-miR-30e-5p	MIMAT0000692	310
Endogenous1	hsa-miR-31-5p	MIMAT0000089	27
Endogenous1	hsa-miR-3123	MIMAT0014985	9
Endogenous1	hsa-miR-3127-5p	MIMAT0014990	17
Endogenous1	hsa-miR-3131	MIMAT0014996	12
Endogenous1	hsa-miR-3136-5p	MIMAT0015003	10
Endogenous1	hsa-miR-3141	MIMAT0015010	5
Endogenous1	hsa-miR-3144-5p	MIMAT0015014	16
Endogenous1	hsa-miR-3147	MIMAT0015019	23
Endogenous1	hsa-miR-3151	MIMAT0015024	44
Endogenous1	hsa-miR-3154	MIMAT0015028	11
Endogenous1	hsa-miR-3161	MIMAT0015035	15
Endogenous1	hsa-miR-3164	MIMAT0015038	4
Endogenous1	hsa-miR-3168	MIMAT0015043	7
Endogenous1	hsa-miR-3175	MIMAT0015052	10
Endogenous1	hsa-miR-3178	MIMAT0015055	7
Endogenous1	hsa-miR-3180	MIMAT0018178	16
Endogenous1	hsa-miR-3180-3p	MIMAT0015058	9
Endogenous1	hsa-miR-3180-5p	MIMAT0015057	8
Endogenous1	hsa-miR-3182	MIMAT0015062	6
Endogenous1	hsa-miR-3184-5p	MIMAT0015064	13
Endogenous1	hsa-miR-3185	MIMAT0015065	5
Endogenous1	hsa-miR-3187-3p	MIMAT0015069	18
Endogenous1	hsa-miR-3190-5p	MIMAT0015073	8
Endogenous1	hsa-miR-3192	MIMAT0015076	11
Endogenous1	hsa-miR-3195	MIMAT0015079	54
Endogenous1	hsa-miR-3196	MIMAT0015080	16
Endogenous1	hsa-miR-32-5p	MIMAT0000090	140
Endogenous1	hsa-miR-3200-3p	MIMAT0015085	18
Endogenous1	hsa-miR-320a	MIMAT0000510	28
Endogenous1	hsa-miR-320b	MIMAT0005792	12
Endogenous1	hsa-miR-320c	MIMAT0005793	16
Endogenous1	hsa-miR-320d	MIMAT0006764	23
Endogenous1	hsa-miR-320e	MIMAT0015072	91
Endogenous1	hsa-miR-323a-3p	MIMAT0000755	122
Endogenous1	hsa-miR-323a-5p	MIMAT0004696	11
Endogenous1	hsa-miR-323b-3p	MIMAT0015050	22
Endogenous1	hsa-miR-323b-5p	MIMAT0001630	10
Endogenous1	hsa-miR-324-3p	MIMAT0000762	11
Endogenous1	hsa-miR-324-5p	MIMAT0000761	120
Endogenous1	hsa-miR-325	MIMAT0000771	24
Endogenous1	hsa-miR-326	MIMAT0000756	7
Endogenous1	hsa-miR-328	MIMAT0000752	26
Endogenous1	hsa-miR-329	MIMAT0001629	17
Endogenous1	hsa-miR-330-3p	MIMAT0000751	92
Endogenous1	hsa-miR-330-5p	MIMAT0004693	32
Endogenous1	hsa-miR-331-3p	MIMAT0000760	83
Endogenous1	hsa-miR-331-5p	MIMAT0004700	18
Endogenous1	hsa-miR-335-5p	MIMAT0000765	315
Endogenous1	hsa-miR-337-3p	MIMAT0000754	131
Endogenous1	hsa-miR-337-5p	MIMAT0004695	87
Endogenous1	hsa-miR-338-3p	MIMAT0000763	118
Endogenous1	hsa-miR-338-5p	MIMAT0004701	8
Endogenous1	hsa-miR-339-3p	MIMAT0004702	24
Endogenous1	hsa-miR-339-5p	MIMAT0000764	12
Endogenous1	hsa-miR-33a-5p	MIMAT0000091	25
Endogenous1	hsa-miR-33b-5p	MIMAT0003301	13
Endogenous1	hsa-miR-340-5p	MIMAT0004692	191
Endogenous1	hsa-miR-342-3p	MIMAT0000753	1096
Endogenous1	hsa-miR-342-5p	MIMAT0004694	7
Endogenous1	hsa-miR-345-5p	MIMAT0000772	28
Endogenous1	hsa-miR-346	MIMAT0000773	15
Endogenous1	hsa-miR-34a-5p	MIMAT0000255	116
Endogenous1	hsa-miR-34b-3p	MIMAT0004676	8
Endogenous1	hsa-miR-34c-3p	MIMAT0004677	25
Endogenous1	hsa-miR-34c-5p	MIMAT0000686	300
Endogenous1	hsa-miR-3605-5p	MIMAT0017981	8
Endogenous1	hsa-miR-361-3p	MIMAT0004682	61
Endogenous1	hsa-miR-361-5p	MIMAT0000703	808
Endogenous1	hsa-miR-3614-5p	MIMAT0017992	6
Endogenous1	hsa-miR-362-3p	MIMAT0004683	75
Endogenous1	hsa-miR-362-5p	MIMAT0000705	49
Endogenous1	hsa-miR-363-3p	MIMAT0000707	125
Endogenous1	hsa-miR-365a-3p	MIMAT0000710	92
Endogenous1	hsa-miR-367-3p	MIMAT0000719	523
Endogenous1	hsa-miR-3676-3p	MIMAT0018100	16
Endogenous1	hsa-miR-369-3p	MIMAT0000721	13
Endogenous1	hsa-miR-369-5p	MIMAT0001621	6
Endogenous1	hsa-miR-3690	MIMAT0018119	37
Endogenous1	hsa-miR-370	MIMAT0000722	15
Endogenous1	hsa-miR-371a-3p	MIMAT0000723	38
Endogenous1	hsa-miR-371a-5p	MIMAT0004687	28
Endogenous1	hsa-miR-371b-3p	MIMAT0019893	17
Endogenous1	hsa-miR-371b-5p	MIMAT0019892	17
Endogenous1	hsa-miR-372	MIMAT0000724	40
Endogenous1	hsa-miR-373-3p	MIMAT0000726	15
Endogenous1	hsa-miR-374a-5p	MIMAT0000727	1036
Endogenous1	hsa-miR-374b-5p	MIMAT0004955	495
Endogenous1	hsa-miR-374c-5p	MIMAT0018443	13
Endogenous1	hsa-miR-375	MIMAT0000728	266
Endogenous1	hsa-miR-376a-3p	MIMAT0000729	672
Endogenous1	hsa-miR-376b	MIMAT0002172	38
Endogenous1	hsa-miR-376c	MIMAT0000720	372
Endogenous1	hsa-miR-377-3p	MIMAT0000730	112
Endogenous1	hsa-miR-378a-3p+hsa-miR-378i	MIMAT0000732	238
Endogenous1	hsa-miR-378b	MIMAT0014999	9
Endogenous1	hsa-miR-378c	MIMAT0016847	12
Endogenous1	hsa-miR-378d	MIMAT0018926	24
Endogenous1	hsa-miR-378e	MIMAT0018927	1
Endogenous1	hsa-miR-378f	MIMAT0018932	13
Endogenous1	hsa-miR-378g	MIMAT0018937	44
Endogenous1	hsa-miR-378h	MIMAT0018984	16
Endogenous1	hsa-miR-379-5p	MIMAT0000733	47
Endogenous1	hsa-miR-380-3p	MIMAT0000735	7
Endogenous1	hsa-miR-381	MIMAT0000736	49
Endogenous1	hsa-miR-382-5p	MIMAT0000737	179
Endogenous1	hsa-miR-383	MIMAT0000738	35
Endogenous1	hsa-miR-384	MIMAT0001075	7
Endogenous1	hsa-miR-3928	MIMAT0018205	12
Endogenous1	hsa-miR-3934	MIMAT0018349	23
Endogenous1	hsa-miR-409-3p	MIMAT0001639	99
Endogenous1	hsa-miR-409-5p	MIMAT0001638	33
Endogenous1	hsa-miR-410	MIMAT0002171	87
Endogenous1	hsa-miR-411-5p	MIMAT0003329	46
Endogenous1	hsa-miR-412	MIMAT0002170	21
Endogenous1	hsa-miR-421	MIMAT0003339	52
Endogenous1	hsa-miR-422a	MIMAT0001339	25
Endogenous1	hsa-miR-423-3p	MIMAT0001340	51
Endogenous1	hsa-miR-423-5p	MIMAT0004748	111
Endogenous1	hsa-miR-424-5p	MIMAT0001341	462
Endogenous1	hsa-miR-425-5p	MIMAT0003393	65
Endogenous1	hsa-miR-4284	MIMAT0016915	38
Endogenous1	hsa-miR-4286	MIMAT0016916	175
Endogenous1	hsa-miR-429	MIMAT0001536	105
Endogenous1	hsa-miR-431-5p	MIMAT0001625	68
Endogenous1	hsa-miR-432-5p	MIMAT0002814	41
Endogenous1	hsa-miR-433	MIMAT0001627	57
Endogenous1	hsa-miR-4421	MIMAT0018934	20
Endogenous1	hsa-miR-4425	MIMAT0018940	11
Endogenous1	hsa-miR-4431	MIMAT0018947	5
Endogenous1	hsa-miR-4435	MIMAT0018951	8
Endogenous1	hsa-miR-4443	MIMAT0018961	45
Endogenous1	hsa-miR-4448	MIMAT0018967	7
Endogenous1	hsa-miR-4451	MIMAT0018973	15
Endogenous1	hsa-miR-4454	MIMAT0018976	8701
Endogenous1	hsa-miR-4455	MIMAT0018977	20
Endogenous1	hsa-miR-4458	MIMAT0018980	7
Endogenous1	hsa-miR-4461	MIMAT0018983	14
Endogenous1	hsa-miR-448	MIMAT0001532	18
Endogenous1	hsa-miR-4484	MIMAT0019018	6
Endogenous1	hsa-miR-4485	MIMAT0019019	6
Endogenous1	hsa-miR-4488	MIMAT0019022	42
Endogenous1	hsa-miR-449a	MIMAT0001541	40
Endogenous1	hsa-miR-449b-5p	MIMAT0003327	8
Endogenous1	hsa-miR-449c-5p	MIMAT0010251	19
Endogenous1	hsa-miR-4508	MIMAT0019045	10
Endogenous1	hsa-miR-450a-5p	MIMAT0001545	218
Endogenous1	hsa-miR-450b-3p	MIMAT0004910	7
Endogenous1	hsa-miR-450b-5p	MIMAT0004909	24
Endogenous1	hsa-miR-4516	MIMAT0019053	104
Endogenous1	hsa-miR-451a	MIMAT0001631	7519
Endogenous1	hsa-miR-452-5p	MIMAT0001635	7
Endogenous1	hsa-miR-4521	MIMAT0019058	2
Endogenous1	hsa-miR-4531	MIMAT0019070	14
Endogenous1	hsa-miR-4532	MIMAT0019071	16
Endogenous1	hsa-miR-454-3p	MIMAT0003885	48
Endogenous1	hsa-miR-455-3p	MIMAT0004784	65
Endogenous1	hsa-miR-455-5p	MIMAT0003150	28
Endogenous1	hsa-miR-4647	MIMAT0019709	16
Endogenous1	hsa-miR-4741	MIMAT0019871	14
Endogenous1	hsa-miR-4792	MIMAT0019964	9
Endogenous1	hsa-miR-483-3p	MIMAT0002173	96
Endogenous1	hsa-miR-483-5p	MIMAT0004761	12
Endogenous1	hsa-miR-484	MIMAT0002174	76
