File Name			NS_miRQC1
Description			
Sample ID			1
Owner			NS
Sample Date			7/25/2012
File Version			1.7
Gene RLF			NS_H_MIR_V2
Comments			sample1
Endogenous1	hsa-miR-451a	MIMAT0001631	8902
Endogenous1	hsa-miR-452-5p	MIMAT0001635	6
Endogenous1	hsa-miR-4521	MIMAT0019058	7
Endogenous1	hsa-miR-4531	MIMAT0019070	19
Endogenous1	hsa-miR-4532	MIMAT0019071	22
Endogenous1	hsa-miR-454-3p	MIMAT0003885	52
Endogenous1	hsa-miR-455-3p	MIMAT0004784	64
Endogenous1	hsa-miR-455-5p	MIMAT0003150	23
Endogenous1	hsa-miR-4647	MIMAT0019709	6
Endogenous1	hsa-miR-4741	MIMAT0019871	15
Endogenous1	hsa-miR-4792	MIMAT0019964	9
Endogenous1	hsa-miR-483-3p	MIMAT0002173	120
Endogenous1	hsa-miR-483-5p	MIMAT0004761	26
Endogenous1	hsa-miR-484	MIMAT0002174	67
Endogenous1	hsa-miR-485-3p	MIMAT0002176	117
Endogenous1	hsa-miR-485-5p	MIMAT0002175	15
Endogenous1	hsa-miR-486-3p	MIMAT0004762	8
Endogenous1	hsa-miR-487a	MIMAT0002178	48
Endogenous1	hsa-miR-487b	MIMAT0003180	185
Endogenous1	hsa-miR-488-3p	MIMAT0004763	34
Endogenous1	hsa-miR-489	MIMAT0002805	49
Endogenous1	hsa-miR-490-3p	MIMAT0002806	8
Endogenous1	hsa-miR-490-5p	MIMAT0004764	25
Endogenous1	hsa-miR-491-3p	MIMAT0004765	12
Endogenous1	hsa-miR-491-5p	MIMAT0002807	25
Endogenous1	hsa-miR-492	MIMAT0002812	8
Endogenous1	hsa-miR-493-3p	MIMAT0003161	21
Endogenous1	hsa-miR-494	MIMAT0002816	74
Endogenous1	hsa-miR-495	MIMAT0002817	527
Endogenous1	hsa-miR-496	MIMAT0002818	17
Endogenous1	hsa-miR-497-5p	MIMAT0002820	95
Endogenous1	hsa-miR-498	MIMAT0002824	160
Endogenous1	hsa-miR-499a-3p	MIMAT0004772	9
Endogenous1	hsa-miR-499a-5p	MIMAT0002870	71
Endogenous1	hsa-miR-499b-3p	MIMAT0019898	9
Endogenous1	hsa-miR-499b-5p	MIMAT0019897	4
Endogenous1	hsa-miR-500a-5p+hsa-miR-501-5p	MIMAT0004773	36
Endogenous1	hsa-miR-500b	MIMAT0016925	12
Endogenous1	hsa-miR-501-3p	MIMAT0004774	18
Endogenous1	hsa-miR-502-3p	MIMAT0004775	12
Endogenous1	hsa-miR-502-5p	MIMAT0002873	12
Endogenous1	hsa-miR-503	MIMAT0002874	207
Endogenous1	hsa-miR-504	MIMAT0002875	35
Endogenous1	hsa-miR-505-3p	MIMAT0002876	50
Endogenous1	hsa-miR-506-3p	MIMAT0002878	183
Endogenous1	hsa-miR-507	MIMAT0002879	82
Endogenous1	hsa-miR-508-3p	MIMAT0002880	515
Endogenous1	hsa-miR-508-5p	MIMAT0004778	19
Endogenous1	hsa-miR-509-3-5p	MIMAT0004975	113
Endogenous1	hsa-miR-509-3p	MIMAT0002881	100
Endogenous1	hsa-miR-509-5p	MIMAT0004779	35
Endogenous1	hsa-miR-510	MIMAT0002882	26
Endogenous1	hsa-miR-511	MIMAT0002808	7
Endogenous1	hsa-miR-512-3p	MIMAT0002823	161
Endogenous1	hsa-miR-512-5p	MIMAT0002822	689
Endogenous1	hsa-miR-513a-3p	MIMAT0004777	12
Endogenous1	hsa-miR-513a-5p	MIMAT0002877	22
Endogenous1	hsa-miR-513b	MIMAT0005788	817
Endogenous1	hsa-miR-513c-5p	MIMAT0005789	119
Endogenous1	hsa-miR-514a-3p	MIMAT0002883	1035
Endogenous1	hsa-miR-514b-3p	MIMAT0015088	25
Endogenous1	hsa-miR-514b-5p	MIMAT0015087	204
Endogenous1	hsa-miR-515-3p	MIMAT0002827	547
Endogenous1	hsa-miR-515-5p	MIMAT0002826	1499
Endogenous1	hsa-miR-516a-3p	MIMAT0006778	25
Endogenous1	hsa-miR-516a-5p	MIMAT0004770	43
Endogenous1	hsa-miR-516b-5p	MIMAT0002859	1529
Endogenous1	hsa-miR-517a-3p	MIMAT0002852	1584
Endogenous1	hsa-miR-517b-3p	MIMAT0002857	208
Endogenous1	hsa-miR-517c-3p+hsa-miR-519a-3p	MIMAT0002866	3428
Endogenous1	hsa-miR-518a-3p	MIMAT0002863	6
Endogenous1	hsa-miR-518b	MIMAT0002844	758
Endogenous1	hsa-miR-518c-3p	MIMAT0002848	538
Endogenous1	hsa-miR-518d-3p	MIMAT0002864	36
Endogenous1	hsa-miR-518e-3p	MIMAT0002861	1045
Endogenous1	hsa-miR-518f-3p	MIMAT0002842	253
Endogenous1	hsa-miR-519b-3p	MIMAT0002837	243
Endogenous1	hsa-miR-519b-5p+hsa-miR-519c-5p	MIMAT0005454	171
Endogenous1	hsa-miR-519c-3p	MIMAT0002832	386
Endogenous1	hsa-miR-519d	MIMAT0002853	783
Endogenous1	hsa-miR-519e-3p	MIMAT0002829	57
Endogenous1	hsa-miR-520a-3p	MIMAT0002834	24
Endogenous1	hsa-miR-520a-5p	MIMAT0002833	979
Endogenous1	hsa-miR-520b	MIMAT0002843	30
Endogenous1	hsa-miR-520c-3p	MIMAT0002846	46
Endogenous1	hsa-miR-520d-3p	MIMAT0002856	132
Endogenous1	hsa-miR-520d-5p+hsa-miR-518a-5p+hsa-miR-527	MIMAT0002855	115
Endogenous1	hsa-miR-520e	MIMAT0002825	15
Endogenous1	hsa-miR-520f	MIMAT0002830	25
Endogenous1	hsa-miR-520g	MIMAT0002858	15
Endogenous1	hsa-miR-520h	MIMAT0002867	377
Endogenous1	hsa-miR-521	MIMAT0002854	1950
Endogenous1	hsa-miR-522-3p	MIMAT0002868	1432
Endogenous1	hsa-miR-523-3p	MIMAT0002840	15
Endogenous1	hsa-miR-524-3p	MIMAT0002850	24
Endogenous1	hsa-miR-524-5p	MIMAT0002849	548
Endogenous1	hsa-miR-525-3p	MIMAT0002839	282
Endogenous1	hsa-miR-525-5p	MIMAT0002838	767
Endogenous1	hsa-miR-526a+hsa-miR-520c-5p+hsa-miR-518d-5p	MIMAT0002845	294
Endogenous1	hsa-miR-526b-5p	MIMAT0002835	1010
Endogenous1	hsa-miR-532-3p	MIMAT0004780	28
Endogenous1	hsa-miR-532-5p	MIMAT0002888	65
Endogenous1	hsa-miR-539-5p	MIMAT0003163	31
Endogenous1	hsa-miR-541-3p	MIMAT0004920	3
Endogenous1	hsa-miR-542-3p	MIMAT0003389	118
Endogenous1	hsa-miR-542-5p	MIMAT0003340	262
Endogenous1	hsa-miR-543	MIMAT0004954	107
Endogenous1	hsa-miR-544a	MIMAT0003164	22
Endogenous1	hsa-miR-544b	MIMAT0015004	6
Endogenous1	hsa-miR-545-3p	MIMAT0003165	10
Endogenous1	hsa-miR-548a-3p	MIMAT0003251	14
Endogenous1	hsa-miR-548a-5p	MIMAT0004803	17
Endogenous1	hsa-miR-548aa	MIMAT0018447	37
Endogenous1	hsa-miR-548ab	MIMAT0018928	6
Endogenous1	hsa-miR-548ac	MIMAT0018938	6
Endogenous1	hsa-miR-548ad	MIMAT0018946	38
Endogenous1	hsa-miR-548ae	MIMAT0018954	12
Endogenous1	hsa-miR-548ag	MIMAT0018969	29
Endogenous1	hsa-miR-548ah-5p	MIMAT0018972	13
Endogenous1	hsa-miR-548ai	MIMAT0018989	38
Endogenous1	hsa-miR-548aj-3p	MIMAT0018990	14
Endogenous1	hsa-miR-548ak	MIMAT0019013	10
Endogenous1	hsa-miR-548al	MIMAT0019024	25
Endogenous1	hsa-miR-548am-3p	MIMAT0019076	24
Endogenous1	hsa-miR-548an	MIMAT0019079	16
Endogenous1	hsa-miR-548b-3p	MIMAT0003254	13
Endogenous1	hsa-miR-548b-5p	MIMAT0004798	14
Endogenous1	hsa-miR-548c-3p	MIMAT0003285	11
Endogenous1	hsa-miR-548c-5p	MIMAT0004806	106
Endogenous1	hsa-miR-548d-3p	MIMAT0003323	10
Endogenous1	hsa-miR-548d-5p	MIMAT0004812	5
Endogenous1	hsa-miR-548e	MIMAT0005874	16
Endogenous1	hsa-miR-548f	MIMAT0005895	1
Endogenous1	hsa-miR-548g-3p	MIMAT0005912	22
Endogenous1	hsa-miR-548h-5p	MIMAT0005928	5
Endogenous1	hsa-miR-548i	MIMAT0005935	14
Endogenous1	hsa-miR-548j	MIMAT0005875	8
Endogenous1	hsa-miR-548k	MIMAT0005882	18
Endogenous1	hsa-miR-548l	MIMAT0005889	14
Endogenous1	hsa-miR-548m	MIMAT0005917	10
Endogenous1	hsa-miR-548n	MIMAT0005916	16
Endogenous1	hsa-miR-548o-3p	MIMAT0005919	11
Endogenous1	hsa-miR-548p	MIMAT0005934	14
Endogenous1	hsa-miR-548q	MIMAT0011163	14
Endogenous1	hsa-miR-548s	MIMAT0014987	12
Endogenous1	hsa-miR-548t-5p	MIMAT0015009	10
Endogenous1	hsa-miR-548u	MIMAT0015013	18
Endogenous1	hsa-miR-548v	MIMAT0015020	25
Endogenous1	hsa-miR-548w	MIMAT0015060	7
Endogenous1	hsa-miR-548x-3p	MIMAT0015081	33
Endogenous1	hsa-miR-548y	MIMAT0018354	17
Endogenous1	hsa-miR-548z	MIMAT0018446	6
Endogenous1	hsa-miR-549	MIMAT0003333	24
Endogenous1	hsa-miR-550a-5p	MIMAT0004800	8
Endogenous1	hsa-miR-550b-3p	MIMAT0018445	8
Endogenous1	hsa-miR-551a	MIMAT0003214	12
Endogenous1	hsa-miR-551b-3p	MIMAT0003233	28
Endogenous1	hsa-miR-552	MIMAT0003215	23
Endogenous1	hsa-miR-553	MIMAT0003216	6
Endogenous1	hsa-miR-554	MIMAT0003217	11
Endogenous1	hsa-miR-555	MIMAT0003219	11
Endogenous1	hsa-miR-556-3p	MIMAT0004793	8
Endogenous1	hsa-miR-556-5p	MIMAT0003220	5
Endogenous1	hsa-miR-557	MIMAT0003221	12
Endogenous1	hsa-miR-558	MIMAT0003222	8
Endogenous1	hsa-miR-559	MIMAT0003223	9
Endogenous1	hsa-miR-561-3p	MIMAT0003225	8
Endogenous1	hsa-miR-562	MIMAT0003226	7
Endogenous1	hsa-miR-563	MIMAT0003227	13
Endogenous1	hsa-miR-564	MIMAT0003228	5
Endogenous1	hsa-miR-566	MIMAT0003230	12
Endogenous1	hsa-miR-567	MIMAT0003231	11
Endogenous1	hsa-miR-568	MIMAT0003232	11
Endogenous1	hsa-miR-569	MIMAT0003234	15
Endogenous1	hsa-miR-570-3p	MIMAT0003235	42
Endogenous1	hsa-miR-571	MIMAT0003236	21
Endogenous1	hsa-miR-572	MIMAT0003237	4
Endogenous1	hsa-miR-573	MIMAT0003238	35
Endogenous1	hsa-miR-574-3p	MIMAT0003239	118
Endogenous1	hsa-miR-574-5p	MIMAT0004795	86
Endogenous1	hsa-miR-575	MIMAT0003240	51
Endogenous1	hsa-miR-576-3p	MIMAT0004796	11
Endogenous1	hsa-miR-576-5p	MIMAT0003241	13
Endogenous1	hsa-miR-577	MIMAT0003242	34
Endogenous1	hsa-miR-578	MIMAT0003243	36
Endogenous1	hsa-miR-579	MIMAT0003244	45
Endogenous1	hsa-miR-580	MIMAT0003245	9
Endogenous1	hsa-miR-581	MIMAT0003246	16
Endogenous1	hsa-miR-582-3p	MIMAT0004797	18
Endogenous1	hsa-miR-582-5p	MIMAT0003247	122
Endogenous1	hsa-miR-583	MIMAT0003248	7
Endogenous1	hsa-miR-584-5p	MIMAT0003249	6
Endogenous1	hsa-miR-585	MIMAT0003250	9
Endogenous1	hsa-miR-586	MIMAT0003252	16
Endogenous1	hsa-miR-587	MIMAT0003253	12
Endogenous1	hsa-miR-588	MIMAT0003255	20
Endogenous1	hsa-miR-589-5p	MIMAT0004799	13
Endogenous1	hsa-miR-590-3p	MIMAT0004801	25
Endogenous1	hsa-miR-590-5p	MIMAT0003258	87
Endogenous1	hsa-miR-591	MIMAT0003259	7
Endogenous1	hsa-miR-592	MIMAT0003260	36
Endogenous1	hsa-miR-593-3p	MIMAT0004802	22
Endogenous1	hsa-miR-595	MIMAT0003263	9
Endogenous1	hsa-miR-596	MIMAT0003264	37
Endogenous1	hsa-miR-597	MIMAT0003265	10
Endogenous1	hsa-miR-598	MIMAT0003266	164
Endogenous1	hsa-miR-599	MIMAT0003267	7
Endogenous1	hsa-miR-600	MIMAT0003268	13
Endogenous1	hsa-miR-601	MIMAT0003269	48
Endogenous1	hsa-miR-602	MIMAT0003270	11
Endogenous1	hsa-miR-603	MIMAT0003271	13
Endogenous1	hsa-miR-604	MIMAT0003272	25
Endogenous1	hsa-miR-605	MIMAT0003273	23
Endogenous1	hsa-miR-606	MIMAT0003274	3
Endogenous1	hsa-miR-607	MIMAT0003275	7
Endogenous1	hsa-miR-608	MIMAT0003276	21
Endogenous1	hsa-miR-609	MIMAT0003277	23
Endogenous1	hsa-miR-610	MIMAT0003278	7
Endogenous1	hsa-miR-611	MIMAT0003279	6
Endogenous1	hsa-miR-612	MIMAT0003280	17
Endogenous1	hsa-miR-613	MIMAT0003281	12
Endogenous1	hsa-miR-614	MIMAT0003282	11
Endogenous1	hsa-miR-615-3p	MIMAT0003283	12
Endogenous1	hsa-miR-615-5p	MIMAT0004804	15
Endogenous1	hsa-miR-616-3p	MIMAT0004805	16
Endogenous1	hsa-miR-617	MIMAT0003286	18
Endogenous1	hsa-miR-618	MIMAT0003287	5
Endogenous1	hsa-miR-619	MIMAT0003288	19
Endogenous1	hsa-miR-620	MIMAT0003289	16
Endogenous1	hsa-miR-621	MIMAT0003290	11
Endogenous1	hsa-miR-622	MIMAT0003291	12
Endogenous1	hsa-miR-623	MIMAT0003292	11
Endogenous1	hsa-miR-624-3p	MIMAT0004807	16
Endogenous1	hsa-miR-625-5p	MIMAT0003294	38
Endogenous1	hsa-miR-626	MIMAT0003295	12
Endogenous1	hsa-miR-627	MIMAT0003296	14
Endogenous1	hsa-miR-628-3p	MIMAT0003297	22
Endogenous1	hsa-miR-628-5p	MIMAT0004809	23
Endogenous1	hsa-miR-629-5p	MIMAT0004810	16
Endogenous1	hsa-miR-630	MIMAT0003299	125
Endogenous1	hsa-miR-631	MIMAT0003300	39
Endogenous1	hsa-miR-632	MIMAT0003302	12
Endogenous1	hsa-miR-633	MIMAT0003303	9
Endogenous1	hsa-miR-634	MIMAT0003304	17
Endogenous1	hsa-miR-635	MIMAT0003305	17
Endogenous1	hsa-miR-636	MIMAT0003306	7
Endogenous1	hsa-miR-637	MIMAT0003307	9
Endogenous1	hsa-miR-638	MIMAT0003308	8
Endogenous1	hsa-miR-639	MIMAT0003309	8
Endogenous1	hsa-miR-640	MIMAT0003310	14
Endogenous1	hsa-miR-641	MIMAT0003311	27
Endogenous1	hsa-miR-642a-5p	MIMAT0003312	27
Endogenous1	hsa-miR-642b-3p	MIMAT0018444	7
Endogenous1	hsa-miR-643	MIMAT0003313	5
Endogenous1	hsa-miR-644a	MIMAT0003314	13
Endogenous1	hsa-miR-645	MIMAT0003315	12
Endogenous1	hsa-miR-646	MIMAT0003316	14
Endogenous1	hsa-miR-647	MIMAT0003317	21
Endogenous1	hsa-miR-648	MIMAT0003318	7
Endogenous1	hsa-miR-649	MIMAT0003319	26
Endogenous1	hsa-miR-650	MIMAT0003320	10
Endogenous1	hsa-miR-651	MIMAT0003321	37
Endogenous1	hsa-miR-652-3p	MIMAT0003322	41
Endogenous1	hsa-miR-653	MIMAT0003328	9
Endogenous1	hsa-miR-654-3p	MIMAT0004814	22
Endogenous1	hsa-miR-654-5p	MIMAT0003330	7
Endogenous1	hsa-miR-655	MIMAT0003331	50
Endogenous1	hsa-miR-656	MIMAT0003332	51
Endogenous1	hsa-miR-657	MIMAT0003335	12
Endogenous1	hsa-miR-658	MIMAT0003336	17
Endogenous1	hsa-miR-659-3p	MIMAT0003337	14
Endogenous1	hsa-miR-660-5p	MIMAT0003338	206
Endogenous1	hsa-miR-661	MIMAT0003324	14
Endogenous1	hsa-miR-662	MIMAT0003325	14
Endogenous1	hsa-miR-663a	MIMAT0003326	11
Endogenous1	hsa-miR-663b	MIMAT0005867	17
Endogenous1	hsa-miR-664-3p	MIMAT0005949	114
Endogenous1	hsa-miR-665	MIMAT0004952	9
Endogenous1	hsa-miR-668	MIMAT0003881	13
Endogenous1	hsa-miR-670	MIMAT0010357	22
Endogenous1	hsa-miR-671-3p	MIMAT0004819	43
Endogenous1	hsa-miR-671-5p	MIMAT0003880	8
Endogenous1	hsa-miR-675-5p	MIMAT0004284	7
Endogenous1	hsa-miR-7-5p	MIMAT0000252	61
Endogenous1	hsa-miR-708-5p	MIMAT0004926	48
Endogenous1	hsa-miR-711	MIMAT0012734	10
Endogenous1	hsa-miR-718	MIMAT0012735	8
Endogenous1	hsa-miR-720	MIMAT0005954	2978
Endogenous1	hsa-miR-744-5p	MIMAT0004945	10
Endogenous1	hsa-miR-758	MIMAT0003879	28
Endogenous1	hsa-miR-759	MIMAT0010497	14
Endogenous1	hsa-miR-760	MIMAT0004957	10
Endogenous1	hsa-miR-761	MIMAT0010364	14
Endogenous1	hsa-miR-762	MIMAT0010313	19
Endogenous1	hsa-miR-764	MIMAT0010367	37
Endogenous1	hsa-miR-765	MIMAT0003945	14
Endogenous1	hsa-miR-766-3p	MIMAT0003888	15
Endogenous1	hsa-miR-767-3p	MIMAT0003883	12
Endogenous1	hsa-miR-767-5p	MIMAT0003882	11
Endogenous1	hsa-miR-769-3p	MIMAT0003887	31
Endogenous1	hsa-miR-769-5p	MIMAT0003886	35
Endogenous1	hsa-miR-770-5p	MIMAT0003948	11
Endogenous1	hsa-miR-802	MIMAT0004185	14
Endogenous1	hsa-miR-873-5p	MIMAT0004953	8
Endogenous1	hsa-miR-874	MIMAT0004911	36
Endogenous1	hsa-miR-875-3p	MIMAT0004923	9
Endogenous1	hsa-miR-875-5p	MIMAT0004922	15
Endogenous1	hsa-miR-876-3p	MIMAT0004925	13
Endogenous1	hsa-miR-876-5p	MIMAT0004924	4
Endogenous1	hsa-miR-877-5p	MIMAT0004949	21
Endogenous1	hsa-miR-885-3p	MIMAT0004948	9
Endogenous1	hsa-miR-885-5p	MIMAT0004947	225
Endogenous1	hsa-miR-887	MIMAT0004951	19
Endogenous1	hsa-miR-888-5p	MIMAT0004916	24
Endogenous1	hsa-miR-889	MIMAT0004921	29
Endogenous1	hsa-miR-890	MIMAT0004912	12
Endogenous1	hsa-miR-891a	MIMAT0004902	51
Endogenous1	hsa-miR-891b	MIMAT0004913	12
Endogenous1	hsa-miR-892a	MIMAT0004907	11
Endogenous1	hsa-miR-892b	MIMAT0004918	9
Endogenous1	hsa-miR-9-5p	MIMAT0000441	16491
Endogenous1	hsa-miR-920	MIMAT0004970	18
Endogenous1	hsa-miR-921	MIMAT0004971	10
Endogenous1	hsa-miR-922	MIMAT0004972	10
Endogenous1	hsa-miR-924	MIMAT0004974	25
Endogenous1	hsa-miR-92a-3p	MIMAT0000092	576
Endogenous1	hsa-miR-92b-3p	MIMAT0003218	81
Endogenous1	hsa-miR-93-5p	MIMAT0000093	1390
Endogenous1	hsa-miR-933	MIMAT0004976	14
Endogenous1	hsa-miR-934	MIMAT0004977	8
Endogenous1	hsa-miR-935	MIMAT0004978	18
Endogenous1	hsa-miR-936	MIMAT0004979	10
Endogenous1	hsa-miR-937	MIMAT0004980	12
Endogenous1	hsa-miR-938	MIMAT0004981	21
Endogenous1	hsa-miR-939	MIMAT0004982	25
Endogenous1	hsa-miR-940	MIMAT0004983	15
Endogenous1	hsa-miR-941	MIMAT0004984	14
Endogenous1	hsa-miR-942	MIMAT0004985	8
Endogenous1	hsa-miR-943	MIMAT0004986	16
Endogenous1	hsa-miR-944	MIMAT0004987	14
Endogenous1	hsa-miR-95	MIMAT0000094	178
Endogenous1	hsa-miR-96-5p	MIMAT0000095	89
Endogenous1	hsa-miR-98	MIMAT0000096	692
Endogenous1	hsa-miR-99a-5p	MIMAT0000097	1371
Endogenous1	hsa-miR-99b-5p	MIMAT0000689	1116
Housekeeping	ACTB	NM_001101.2	228
Housekeeping	B2M	NM_004048.2	905
Housekeeping	GAPDH	NM_002046.3	380
Housekeeping	RPL19	NM_000981.3	314
Housekeeping	RPLP0	NM_001002.3	480
Negative	NEG_A	nmiR00810.1	13
Negative	NEG_B	nmiR00828.1	7
Negative	NEG_C	nmiR00803.1	29
Negative	NEG_D	nmiR00823.1	13
Negative	NEG_E	nmiR00827.1	3
Negative	NEG_F	nmiR00805.1	9
Positive	POS_A	nmiR00813.1	7815
Positive	POS_B	nmiR00809.1	1698
Positive	POS_C	nmiR00811.1	321
Positive	POS_D	nmiR00822.1	214
Positive	POS_E	nmiR00801.1	65
Positive	POS_F	nmiR00825.1	50
SpikeIn	ath-miR159a	MIMAT0000177	25
SpikeIn	cel-miR-248	MIMAT0000304	4
SpikeIn	cel-miR-254	MIMAT0000310	5
SpikeIn	osa-miR414	MIMAT0001330	17
SpikeIn	osa-miR442	MIMAT0001605	36
