ID_REF	SAMPLE 1	SAMPLE 2	SAMPLE 3	SAMPLE 4	SAMPLE 5	SAMPLE 6	SAMPLE 7	SAMPLE 8	SAMPLE 9	SAMPLE 10	SAMPLE 11	SAMPLE 12	SAMPLE 13	SAMPLE 14	SAMPLE 15	SAMPLE 16	SAMPLE 17	SAMPLE 18	SAMPLE 19	SAMPLE 20
bkv-miR-B1-3p	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
bkv-miR-B1-5p	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
ebv-miR-BART1-3p	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
ebv-miR-BART1-5p	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
ebv-miR-BART10	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
ebv-miR-BART10*	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
ebv-miR-BART11-3p	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
ebv-miR-BART11-5p	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
ebv-miR-BART12	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
ebv-miR-BART13	-2.38547	-2.4545794	-1.9774303	-2.034741	-2.49128	-2.5596008	-2.1846485	-2.167955	-0.67120886	-0.70904446	-0.6755552	-0.69385433	0	0	0	0	0	0	0	0
ebv-miR-BART13*	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
ebv-miR-BART14	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
ebv-miR-BART14*	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
ebv-miR-BART15	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
ebv-miR-BART16	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
ebv-miR-BART17-3p	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
ebv-miR-BART17-5p	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
ebv-miR-BART18-3p	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
ebv-miR-BART18-5p	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
ebv-miR-BART19-3p	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
ebv-miR-BART19-5p	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
ebv-miR-BART2-3p	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
ebv-miR-BART2-5p	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
ebv-miR-BART20-3p	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
ebv-miR-BART20-5p	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
ebv-miR-BART21-3p	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
ebv-miR-BART21-5p	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
ebv-miR-BART22	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
ebv-miR-BART3	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
ebv-miR-BART3*	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
ebv-miR-BART4	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
ebv-miR-BART4*	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
ebv-miR-BART5	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
ebv-miR-BART5*	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
ebv-miR-BART6-3p	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
ebv-miR-BART6-5p	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
ebv-miR-BART7	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
ebv-miR-BART7*	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
ebv-miR-BART8	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
ebv-miR-BART8*	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
ebv-miR-BART9	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
ebv-miR-BART9*	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
ebv-miR-BHRF1-1	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
ebv-miR-BHRF1-2	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
ebv-miR-BHRF1-2*	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
ebv-miR-BHRF1-3	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
hbv-miR-B20	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
hbv-miR-B2RC	-6.1415653	-6.2330217	-11.544527	-11.474705	-6.460824	-6.3484225	-11.68643	-6.374963	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
hbv-miR-B4	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
hcmv-miR-UL112	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
hcmv-miR-UL148D	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
hcmv-miR-UL22A	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
hcmv-miR-UL22A*	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
hcmv-miR-UL36	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
hcmv-miR-UL36*	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
hcmv-miR-UL70-3p	-3.2849526	-3.1575627	-3.7203803	-3.5742726	-3.4459171	-3.428338	-3.5991635	-3.6054306	-9.257398	-8.986686	-3.6030834	-3.6975284	0	0	0	0	0	0	0	0
hcmv-miR-UL70-5p	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
hcmv-miR-US25-1	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
hcmv-miR-US25-1*	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
hcmv-miR-US25-2-3p	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
hcmv-miR-US25-2-5p	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	5.944261	6.083105	5.824111	6.0391207
hcmv-miR-US33-3p	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
hcmv-miR-US33-5p	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
hcmv-miR-US4	-5.573206	-7.626301	-7.0682945	-11.474705	-12.161522	-7.5603137	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	3.581303	0	0
hcmv-miR-US5-1	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
hcmv-miR-US5-2	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
hiv1-miR-H1	-4.680102	-4.6946316	-3.6449404	-3.7176814	-4.6548214	-4.701836	-4.084102	-4.049266	-3.6390886	-8.986686	-9.043121	-3.6436944	0	0	0	0	0	0	0	0
hiv1-miR-N367	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
hiv1-miR-TAR-3p	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
hiv1-miR-TAR-5p	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
hsa-let-7a-3p	-6.269526	-6.438505	-5.313114	-5.695794	-6.23233	-6.5024757	-5.722678	-5.945145	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
hsa-let-7a-5p	5.265424	5.298339	6.6230383	6.6418476	5.574971	5.570261	6.192397	6.226966	6.4071445	6.468301	6.35459	6.3755646	9.480239	7.095112	9.022112	7.343781	0	0	0	0
hsa-let-7b-3p	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
hsa-let-7b-5p	4.058585	4.22738	5.567724	5.609373	4.5117264	4.508315	5.1774406	5.2132645	5.032466	5.0600595	4.8921523	4.9000845	0	9.624443	6.514777	0	0	0	0	0
hsa-let-7c	3.491497	3.5965576	4.9900923	5.042821	3.8649817	3.8660107	4.57672	4.564663	4.5225086	4.6151524	4.5091195	4.5434303	0	8.700752	9.620619	0	0	0	0	0
hsa-let-7c*_v16.0	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
hsa-let-7d-3p	-7.2792625	-6.52376	-4.7376204	-4.5769587	-6.1522264	-5.9208646	-5.1475306	-5.19253	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
hsa-let-7d-5p	1.9535627	2.0009623	3.6718245	3.7083988	2.384591	2.3864775	3.1862612	3.2444963	2.8811207	2.9830284	2.9435449	2.959652	5.4294014	0	0	9.9561405	0	0	0	0
hsa-let-7e-3p	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
hsa-let-7e-5p	1.9890232	2.091401	3.538125	3.645975	2.457448	2.4236584	3.130148	3.1956482	1.172173	1.2965212	1.1318436	1.1007195	0	0	0	0	0	0	0	0
hsa-let-7f-1-3p	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
hsa-let-7f-2-3p	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
hsa-let-7f-5p	4.856642	4.8917036	6.274357	6.2692757	5.1520214	5.1647577	5.811055	5.8414516	6.3019285	6.320259	6.24618	6.274516	8.81498	0	7.430034	5.5931263	0	0	0	0
hsa-let-7g-3p	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
hsa-let-7g-5p	3.0149794	3.0855007	4.62389	4.595834	3.4357624	3.4339647	4.1625986	4.1938543	4.930336	4.934348	4.821976	4.852397	0	0	0	0	0	0	0	0
hsa-let-7i-3p	-12.033434	-12.015991	-6.2768416	-6.510935	-12.161522	-12.138256	-6.930309	-6.713273	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
hsa-let-7i-5p	2.0319672	2.0950384	3.432726	3.4471598	2.3857155	2.3679209	3.050067	3.0720806	3.201888	3.1859512	3.0721002	3.098547	0	0	0	0	0	0	0	0
hsa-miR-1	3.5264063	3.4911995	-0.5712595	-0.52855873	3.1276646	3.1407385	1.9591532	2.0401487	-3.1764438	-3.1102376	-3.189418	-3.1406069	0	0	0	0	0	0	0	0
hsa-miR-100-3p	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
hsa-miR-100-5p	2.3098965	2.374546	3.5307817	3.4507275	2.5833206	2.5708437	3.1185846	3.1472359	2.9150105	2.8493986	2.8049674	2.8520956	0	0	0	0	0	0	0	0
hsa-miR-101-3p	0.29284954	0.27480793	1.6785746	1.5219774	0.49376488	0.4166708	1.1967974	1.179699	2.2234125	2.2718067	2.2082605	2.2349129	0	0	0	0	0	0	0	0
hsa-miR-101-5p	-6.1254015	-6.6949577	-4.383417	-4.541032	-5.670622	-5.7784033	-4.847496	-4.831338	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
hsa-miR-103a-2-5p	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
hsa-miR-103a-3p	1.9048948	1.8235989	3.8793535	3.848854	2.4114552	2.4308262	3.3986025	3.417758	3.5069828	3.490799	3.453836	3.482356	0	0	0	0	0	0	0	0
hsa-miR-103b	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
hsa-miR-105-3p	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
hsa-miR-105-5p	-7.2245393	-7.143783	-4.914177	-4.9743443	-7.053537	-6.9155173	-5.909089	-5.8312664	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
hsa-miR-106a-3p	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
hsa-miR-106b-3p	-12.033434	-7.571987	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
hsa-miR-106b-5p	0.7250576	0.68745995	0.864522	0.75833416	0.6298084	0.58208466	0.6913204	0.72321796	1.5223331	1.504169	1.4342971	1.4796314	0	0	0	0	0	0	0	0
hsa-miR-107	2.0336561	2.0674496	4.066183	4.0186005	2.621294	2.5443354	3.597949	3.5730658	3.856021	3.9170523	3.8809686	3.8580885	0	0	0	0	0	0	0	0
hsa-miR-10a-3p	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
hsa-miR-10a-5p	-0.2949953	-0.2635641	-3.7110343	-3.9009018	-0.66565895	-0.67546844	-1.706945	-1.7325573	1.3307233	1.3152351	1.2784319	1.2931252	0	0	0	0	0	0	6.8609333	6.872757
hsa-miR-10b-3p	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
hsa-miR-10b-5p	0.7081318	0.7618809	-5.4204555	-5.4782166	0.4004221	0.3506708	-0.84078455	-0.84839773	-1.2443075	-1.3027205	-1.2924256	-1.1695952	0	0	0	0	0	0	5.0899725	5.204473
hsa-miR-1178	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
hsa-miR-1179	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
hsa-miR-1180	-12.033434	-12.015991	-4.582752	-4.6359396	-12.161522	-12.138256	-5.108962	-5.153858	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
hsa-miR-1181	-4.457826	-4.525445	-11.544527	-11.474705	-5.0074453	-4.9043093	-6.3164124	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
hsa-miR-1182	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
hsa-miR-1183	-4.8058057	-4.828888	-4.460262	-4.426399	-4.9886107	-4.95599	-4.678471	-4.6758833	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
hsa-miR-1184	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
hsa-miR-1185-5p	-5.8258963	-5.7650013	-2.6894488	-2.8810816	-4.9105797	-5.053458	-3.3139277	-3.4192948	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
hsa-miR-1193	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
hsa-miR-1197	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
hsa-miR-1200	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
hsa-miR-1202	2.1791697	2.0996819	2.1180487	2.0997906	1.945364	1.967392	1.9603853	2.003436	1.8998103	1.89112	1.9083781	1.9560199	6.0924864	5.8267183	6.022936	5.918274	9.077814	9.137841	9.093117	9.157862
hsa-miR-1203	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
hsa-miR-1204	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
hsa-miR-1205	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
hsa-miR-1206	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
hsa-miR-1207-3p	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
hsa-miR-1207-5p	0.7568655	0.69124985	0.5079832	0.5915222	0.46324825	0.51834583	0.49615383	0.5030346	1.3169956	1.3431754	1.3609395	1.3294725	0	0	0	0	7.8363786	7.9512496	7.7964225	7.992791
hsa-miR-1208	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
hsa-miR-122-3p	-2.5047064	-2.5013695	-11.544527	-11.474705	-2.869578	-2.9587827	-4.2007	-4.2443733	4.0741663	4.139431	4.065244	4.0638857	0	0	0	0	0	0	0	0
hsa-miR-122-5p	1.564373	1.6516409	-11.544527	-11.474705	1.2394152	1.2623949	-0.00215435	-0.001681328	8.933691	8.951709	8.889469	8.920286	0	0	0	0	0	0	0	0
hsa-miR-1224-3p	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
hsa-miR-1224-5p	-3.6954646	-3.6780305	-3.4371586	-3.4168215	-3.9307714	-3.74921	-3.6253557	-3.611661	-2.1581614	-2.1892383	-2.0058706	-1.9990528	0	0	0	0	0	0	0	0
hsa-miR-1225-3p	-5.2664943	-5.4230547	-4.8140464	-4.7368803	-5.262742	-5.0243263	-5.8115864	-5.0525513	-2.6021776	-1.733659	-2.1711833	-2.4826772	0	6.171855	6.1644926	6.309218	6.01003	6.2625275	6.3085556	6.1005154
hsa-miR-1225-5p	0.42283058	0.36577606	0.2917843	0.31739426	0.15455055	0.22727394	0.16381931	0.24085903	1.6882873	1.748733	1.6786203	1.6825838	6.3366995	6.1446133	6.397603	6.3012767	8.288068	8.372143	8.350714	8.387354
hsa-miR-1226-3p	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
hsa-miR-1226-5p	-5.1602964	-5.2852674	-11.544527	-11.474705	-5.4716916	-5.4335394	-11.68643	-5.389456	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
hsa-miR-1227	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
hsa-miR-1228-3p	-4.044386	-4.1062064	-3.6182904	-3.552382	-4.0584283	-3.8615732	-3.777101	-3.8957372	-1.2000341	-0.62828493	-0.9534011	-1.2860608	6.6811047	7.329076	7.410526	7.417802	7.459961	7.41551	7.5735784	7.3688283
hsa-miR-1228-5p	-12.033434	-12.015991	-11.544527	-11.474705	-12.161522	-12.138256	-11.68643	-11.845669	-9.257398	-8.986686	-9.043121	-9.179144	0	0	0	0	0	0	0	0
